"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"my-ale-4e5a60899b574e41335ccb0da547fd0b7fc2ff51","LegalEntity","DNA Profile Sdn Bhd (245435-W)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-4f40bea1c4fef0880c1e4aa1a60e4e39534ff0c3","LegalEntity","Tenaga Setia Services (107239-P)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-500237826fda7c8436d98be065ceec40f5e54bb5","LegalEntity","Titan Group Sdn. Bhd (823732-U)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-500396ae8f7906a9190281c26f181a2027d7cb68","LegalEntity","JJ Global Network","","","","","","2017-02-24","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5121eaf211d6f9bf15c1f6cb0ba045c428e50c9b","LegalEntity","Speedline","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-51c3b52bf2d04af166ae4e156bd09e1a9dbb3b75","LegalEntity","Profit Web Sdn Bhd","","","","","","2014-02-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-527bd60d89cdbfe4e4105ef3f94f9aef9401cb59","LegalEntity","Sahabat Gold Machine Trade","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-08-28T20:56:03","2026-09-12T20:56:02","2025-08-28T20:56:03"
"my-ale-528f343ca7ca65d8ba7708a38e52c22fbce5639e","LegalEntity","East Cape Mining Corp","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-52a7c3642bedc2918c865654a889f110da3a2263","LegalEntity","Axis Capital Corporation Ltd","","","","","","2014-02-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-52a7f376ea2607f83017a40fcfcac30ff23cfb44","LegalEntity","NGR Global Sdn Bhd (UT0004411-H)","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-52bce218c18ca2fd19f78a843bdcee4c16777f9e","LegalEntity","Flexsy Enterprise & Barrilorne Corp","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-534c8cfd13b0966c47791e8f18c6435532b78a1b","LegalEntity","Darul Emas Perak Bhd","","","","","","2014-02-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-53cf959c7146923e9d0948c0554e45adfbdbfba3","LegalEntity","Grow Asia Capital Ventures (0000151635T)","","","","","","2019-01-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-53ec67d9e8f5b566965dd8de3b1a525b94e43cbe","LegalEntity","SimplyFX Malaysia","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-54ad6bee9a81a70213f65c375e5b19881b8d0b6b","LegalEntity","Bumi Klasik Warisan Enterprise","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-54bebce9b7dcbfaf1be5613f0a69bf1e3c1ef14a","LegalEntity","Overseas Commercial Futures (OCFX)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-55c9a8ccf595c47751b396e85e7ac1f320e83ab0","LegalEntity","PPC Storm","","","","","","2014-04-04","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-55e8b6d519e2bef348f8c156e3453a16eb82ce61","LegalEntity","Myrezki","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-55fe26053426ae8ae327c74051d123df3fa76a5d","LegalEntity","Danatama Millennium Sdn Bhd (819082-U)","","","","","","2013-05-02","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-56606d5dc45062d16ee4553aa37d20711b8c4290","LegalEntity","Alpari (Asian) Ltd","","","","","","2014-05-21","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5688ea29009cc745ba3df9d34bbd2b2f6c25e25d","LegalEntity","Connor Jared Michael 700 Investment Malaysia","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-5799c14f20bb94d78f93c7e5eac39f6c31220e19","LegalEntity","Khaira Sakinah Resources (CT0018249-R)","","","","","","2014-10-20","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-57dc4f29e60b91a1cac8f3cd34468eda474db1cf","LegalEntity","XFOX Market Trust (003280046 - H)","","","","","","2023-06-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-580af602302624b3cfa6371689e5bcbb4f0dd794","LegalEntity","Tips Trader Berjaya Harvestkorp (IFA) 310 (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-582847f04e7b05266a10c5b1fede2b1822145a08","LegalEntity","Public Golden House Sdn Bhd (806825-M)","","","","","","2014-02-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-58f25091bdf2a825461502e177da5bbdc8b645d4","LegalEntity","BC Bullion Sdn Bhd","","","","","","2017-05-17","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-598708dbd8b062dda8fbea168b8dcfee9b3f4551","LegalEntity","Mesra Capital Group","","","","","","2020-09-18","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-59e300b6f59b874ff79d688d9a82c4c91850c785","LegalEntity","Degold Empire Sdn Bhd (882335-M)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5abdc9ccad52d993336da76d5305736cce524102","LegalEntity","CGF Fine Metal Sdn Bhd","","","","","","2012-09-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5af4a82bda97bb16c744c47c76e4e597babd711a","LegalEntity","Asset Growth Solution Enterprise (002552148 - K)","","","","","","2017-09-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5b0dd17003d8024ea56428869c2c835cb53cbfed","LegalEntity","Mama Captain International","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5b47270511995f4dd464ee3e7246c8b76b88a03e","LegalEntity","Dinar Dirham Global","","","","","","2017-01-09","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5b81280640380db42d242cb530308ce288e0273d","LegalEntity","Motion Investment","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-5c2543073c05de7ba9ea863adb9419537806f895","LegalEntity","Fari Group Global Resources (SA0319984-M)","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5c3e62dbb3be0e1849354dda54e81ffed6c50cc8","LegalEntity","Isothree Gold Sdn Bhd (906561-K)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5c6f16f9ed572bae9c6af99b57f4b8902c82cc0d","LegalEntity","Wahed Trader Team Investment Wahed Investment Trader (Not related to Wahed Technologies Sdn Bhd licensed under Securities Commission Malaysia)","","","","","","2024-04-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-10-02T20:56:06"
"my-ale-5c8d939bc26c247d4ade1985a0f31c9b7ef219c5","LegalEntity","Ilmu Trader Profesional MBF BERHAD 102 (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-5c9453b82a91c10dba11dbe5c17f6b83bf0e86f1","LegalEntity","Chad Gibbons","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-5e820c93fa8fba37e9b616fcc04a9f38f6d571ad","LegalEntity","Fincorp","","","","","","2020-09-18","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5eaeddf5c55d3df6889636ca514a705d6a6099e4","LegalEntity","Perniagaan Jatidana Wawasan (M) Sdn Bhd","","","","","","2014-12-30","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5ee0b981d49349ea24bd2df691b95afa24ac52ab","LegalEntity","PIII001 (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-5ef2e72b52a5721f6afeb08b51b019102d8c2699","LegalEntity","Global Tijari Industries Sdn Bhd","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-5f3b69e2b8f42664b2b0ab311b7f9c223b1bc54f","LegalEntity","IGC Diamond","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6072d835ef2e21057fe87f1c145392fa641db6f8","LegalEntity","Megaherbs Bioextreme (001946380-K)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-60b9a6a30cb6bff8064320e221b90526e721b268","LegalEntity","Ezey Marketing","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-60bae237f9b2962a820e8518e089badbef007823","LegalEntity","Globamas Trading","","","","","","2018-02-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-610b9af6c703477a182fd7b78e33eb937ff4a50e","LegalEntity","Global Peace Loving Family","","","","","","2012-09-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-613dc1bbdd76ccab095caed57d4a178173818d60","LegalEntity","Orion Healthcare Management Services Sdn Bhd","","","","","","2015-04-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-62e07828ffe98575a629335485e9a4ebc98c116b","LegalEntity","MalayStock Success Adwise Capital 173 (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-63f7dbed3d5b2a5593daccb4f82f722054b8c608","LegalEntity","Asas Seroja Sdn Bhd (357014A)","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-65f0700a9d45504e8225b4a6d30d552ae993e7bf","LegalEntity","Ocean Century International Limited","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-66312ab449f8d90f336297f772d69987dd8534b7","LegalEntity","Cryptotech Institution Community (CIC)","","","","","","2023-09-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-663fee0ff96ceaa20a0f70a7447471536f2c4406","LegalEntity","Global Venture Financing","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-66989fcc062dedab838fe2e80309e58e185c7da4","LegalEntity","Fruits LT Ventures Investment Scheme","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-66ac80047dcf8b943d87b693e94e44d1636dab08","LegalEntity","SGV Premier Plan Scheme","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-67e20d2b061511eb430dd25e3539023974f48917","LegalEntity","Mohamad World Enterprise","","","","","","2015-04-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-68873c09c173d416fab1017677e6d48c84b9e392","LegalEntity","Dynasty Worldwide Sdn Bhd (800311-D)","","","","","","2013-09-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-68b9af5538d9371faa1855cd6a290d6a0204018e","LegalEntity","P2Connect 456 PMB Investment Berhad","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-69286245f40a2b83e655a06236aed6726bb42ab0","LegalEntity","Lestari2U","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-69930b08b42617a302811c307978deaecea74bf8","LegalEntity","Pertubuhan Kebajikan Komuniti Malaysia (PKKM)","","","","","","2017-02-24","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6a1191ec4d78509f80caaa9d801f81e3493aa59e","LegalEntity","World Trade Center Investment Ltd","","","","","","2020-09-18","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6a84a3cdbef9296d7d0b4919236aa120a572d57a","LegalEntity","Master Binary Options","","","","","","2025-03-28","","","","Malaysia Financial Consumer Alert List","2025-03-29T20:56:05","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-6ad6880135f1cb99aa01d192014d0f61f5c96298","LegalEntity","Jamal Boyer Mario","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-6bdee538d6752d05b9682216c64afacd01e82992","LegalEntity","Century Dynasty Group LTD","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6d02f08c5e0df55bce69bcda539f3a45de5d8a3b","LegalEntity","Rejabwealth Sdn Bhd (1005424-X)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6d1db2974d5d6d5875b543ce72e9f3d5970409c0","LegalEntity","Binary Options","","","","","","2025-03-28","","","","Malaysia Financial Consumer Alert List","2025-03-29T20:56:05","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-6d8d8e1ac29c970d3e033414a9069804b1f3273d","LegalEntity","Aruna Travel","","","","","","2013-09-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6d9758917be5eaf189c3ed426f63b4cc763a9d99","LegalEntity","Honest Group Ltd","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6dc5b5ed6331338628e2a468b80b23910eb3768a","LegalEntity","XIG Limited","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6e019eb73135aea154c26029dabb61e4271971f9","LegalEntity","BFS Markets Ltd","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6e1c1b5324e099ce30f4afd3f6e0b43a8b2e492c","LegalEntity","Golden Speed Trading (002252254-K)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6f12c3fdadef481a05c57cb3e1579e33e1982a24","LegalEntity","KL FxUnited Club","","","","","","2015-04-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-6fb5de39799e0de7a805fa6fc1a7e05e54f99ea7","LegalEntity","RC Group Sdn Bhd","","","","","","2016-05-07","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-708fa6732c1fd732459ea0b77d5913692402d8a0","LegalEntity","Trader Pro Investment","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2026-06-16T20:56:02","2026-09-12T20:56:02","2026-06-16T20:56:02"
"my-ale-70bfda489c5867d8acbdf5816d016c7875436392","LegalEntity","Financial.org Malaysia","","","","","","2018-04-09","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-70cbc6b294570eea23887dd3838e2045ca9d8115","LegalEntity","LocusNetwork4u.com","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-71533364059c83d9030bdeed65b0928e34c7b54b","LegalEntity","Kudaemas","","","","","","2014-10-20","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7213666d5eeeac1b24ab045db423a84fdd2c0d9a","LegalEntity","Binary Options FX","","","","","","2025-03-28","","","","Malaysia Financial Consumer Alert List","2025-03-29T20:56:05","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-72abf644cbd6b7e9572bf53ca9488792d4b86fa5","LegalEntity","Ezy Save Trading (PG0216560 - V)","","","","","","2017-09-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7316ed3f9e052fb871614011dfde5ecb8cd6b569","LegalEntity","RC Group","","","","","","2016-05-07","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-735494e8e6206d903e8682690601c3b4c54707a8","LegalEntity","AsiaLink Globe Capital","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7360b0ff76466ccdf1016f9ddf9d2dd081035394","LegalEntity","Wadiah Trading","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-73be13a49e37eaaed741b7f070b49ff40071e0a6","LegalEntity","O2 Only One","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-740cfbfdf45464dcf10d23f713ce7c73fe94d36e","LegalEntity","TriumphFX","","","","","","2023-03-03","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2026-07-31T12:17:31"
"my-ale-7441aa0ea3be048a51247c0c58bd1c04f448e48e","LegalEntity","Grand Capital Global Scheme Success Market Trading Malaysia Sdn Bhd Scheme SY SUCCESS TRADING MALAYSIA (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-08-28T20:56:03","2026-09-12T20:56:02","2025-08-28T20:56:03"
"my-ale-74f319a0c9a387826b7dd827a7f6c7b6cc5b93e8","LegalEntity","Mateen Acquisition Global (002693981K)","","","","","","2018-10-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7600af28ea67ac8b79e63629bcc4e5b63943ca0e","LegalEntity","Ethtrade Malaysia","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7626d4893f6d7897971c8917aa742b13eb4ea90c","LegalEntity","JM Communications & Technology Sdn Bhd (702054-V)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-76a83464c2c9d5868350180b87000a0e780b525b","LegalEntity","Cerdik Ilmu Bursa (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-76ca05f2141e1343b9d410c7dcad3f64a4ceb6ad","LegalEntity","Bold Prime","","","","","","2025-03-28","","","","Malaysia Financial Consumer Alert List","2025-03-29T20:56:05","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-779ba035d018b6927f79154dc307fd6f844a7d98","LegalEntity","Extra Capital Programme","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-77e7fd7f602c1113f19ca4146075a717340384a6","LegalEntity","Provisio Multimedia","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-782844ccb120fcfde7cb3e299862a2a7f79c6b19","LegalEntity","Musaffa Investment (Potential Clone Entity)","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-7866005b377e3bf332febaacba0b2bbeba2acbf4","LegalEntity","CYL4U Resources","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-78669e20006410098f34e6bfa72e6ca96e6386f8","LegalEntity","GGT Golds Sdn Bhd (547290-D)","","","","","","2016-02-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-787446fb3044597aa11e3423562acf652b8647d5","LegalEntity","Keenan Capital Group","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-797e72cbc62a04be1c151c956dc3ba9b0099a28d","LegalEntity","Next Generation mall","","","","","","2016-09-15","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-79d04c2750d64cc166e0109dab3d6c70a76b22d8","LegalEntity","Exorbitance Influence Sdn Bhd (1191499-U)","","","","","","2017-01-09","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7a0ec2706a72fa1493fc26977c9fed8feee3de8d","LegalEntity","Premier Point Market Sdn Bhd (1166245-K)","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7aa0954e5322f3bd55c12094bd28fc62d134f5b1","LegalEntity","Dgreat Network","","","","","","2013-05-02","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7aa46b73e90abeb1508e5ed4b3d262eac4545bd7","LegalEntity","State Invest","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-7b395961a8f13fceb80679af202548708b197bee","LegalEntity","Exquisite Bottle Index Sdn Bhd (1060843T)","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7c0bf5626e9c6b6fc89a6a7255fefddc09598252","LegalEntity","Syarikat Azza Motor Network Sdn Bhd (104795-P)","","","","","","2014-12-30","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7c2360654684b0dbcb38b3945ac25e6a9c2cd84c","LegalEntity","Tengku Forex","","","","","","2025-03-28","","","","Malaysia Financial Consumer Alert List","2025-03-29T20:56:05","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-7d4f3c4b6075f04f0b654df9f4eb341acb9ad661","LegalEntity","Arribhu Suci Enterpise","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7ded61db62b890e7b17da11638dce5c5320858dd","LegalEntity","Emgoldex (Emirates Gold Exchange)","","","","","","2015-04-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7e38ec759bdce58cba2781bcf572d364b28d7f2c","LegalEntity","Smarthink Trading (001973331 - M)","","","","","","2017-09-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-7f683177068d57bcaae352ad47d8e1453343d0c0","LegalEntity","Changkat Agro Resources (IP 0353991V)","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
